MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2
RL,7424,Pave,Sawyer,1978,5,TA,1373,1,591.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11227,Pave,Sawyer,1968,5,TA,1440,1,480.0,Gd,TA,SBrkr,86.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,20062,Pave,ClearCr,1977,7,Gd,1483,1,690.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9259,Pave,Sawyer,1927,4,TA,756,1,440.0,TA,,SBrkr,94.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RL,17082,Pave,ClearCr,1978,5,TA,1981,2,522.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,18600,Pave,Edwards,1938,4,TA,1610,2,480.0,TA,Gd,FuseA,124.0,Fa,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
RL,11479,Pave,Edwards,1950,7,TA,1074,1,467.0,TA,TA,SBrkr,65.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,9350,Pave,Edwards,1947,6,TA,1531,1,209.0,Fa,TA,SBrkr,50.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9525,Pave,Edwards,1954,7,TA,1172,1,366.0,TA,,SBrkr,75.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,17485,Pave,Edwards,2009,5,Gd,1508,1,572.0,TA,TA,SBrkr,44.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,11200,Pave,Edwards,1964,3,TA,1298,2,504.0,TA,,SBrkr,,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
RL,11980,Pave,SawyerW,1987,5,Gd,1433,1,528.0,TA,TA,SBrkr,83.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,12361,Pave,SawyerW,1993,7,Gd,1802,2,1017.0,TA,Gd,SBrkr,87.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,7360,Pave,CollgCr,2010,5,Gd,1222,2,615.0,TA,,SBrkr,64.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14235,Pave,SawyerW,1900,8,TA,1445,2,484.0,Gd,,SBrkr,82.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
RL,11105,Pave,CollgCr,1996,5,TA,965,1,580.0,Fa,,SBrkr,82.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9337,Pave,CollgCr,1997,5,TA,1692,2,513.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,15240,Pave,CollgCr,1977,8,Gd,1026,1,308.0,TA,,SBrkr,38.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7480,Pave,CollgCr,1972,6,TA,876,1,484.0,TA,,SBrkr,68.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10389,Pave,CollgCr,2003,5,Gd,1978,2,850.0,TA,Gd,SBrkr,80.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9375,Pave,CollgCr,1997,5,Gd,2098,2,621.0,TA,TA,SBrkr,75.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,4435,Pave,CollgCr,2003,5,Gd,848,1,420.0,TA,,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,8777,Pave,Edwards,1945,6,TA,640,1,240.0,,,SBrkr,67.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RL,8842,Pave,Edwards,1954,6,TA,992,1,319.0,TA,,SBrkr,68.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10044,Pave,Edwards,1968,6,TA,1196,1,336.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11792,Pave,Edwards,1948,5,TA,1120,1,480.0,TA,,FuseF,89.0,Fa,P,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
RL,6305,Pave,Edwards,1975,6,TA,1096,1,352.0,TA,Fa,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6410,Pave,Edwards,1958,5,TA,960,1,0.0,TA,,SBrkr,64.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,4853,Pave,SWISU,1924,6,TA,1296,2,260.0,TA,Gd,FuseA,67.0,Fa,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
RL,7890,Pave,SWISU,1939,6,TA,856,1,399.0,TA,Gd,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RH,7200,Pave,SWISU,1967,6,TA,2650,3,0.0,,,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
RL,9839,Pave,SWISU,1931,2,TA,1666,1,0.0,Fa,Gd,SBrkr,51.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RL,10452,Pave,Crawfor,1941,6,Gd,2133,1,312.0,TA,TA,SBrkr,78.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,15600,Pave,Crawfor,1950,6,TA,2177,2,484.0,TA,,SBrkr,78.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,19645,Pave,Crawfor,1994,6,TA,1652,2,473.0,TA,,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,3907,Pave,Blueste,1989,6,Gd,1034,1,598.0,TA,TA,SBrkr,35.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RM,3907,Pave,Blueste,1989,5,Gd,1191,2,531.0,TA,TA,SBrkr,35.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,8154,Pave,IDOTRR,1941,5,TA,540,1,200.0,TA,,SBrkr,58.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RM,9140,Pave,IDOTRR,1921,5,TA,1107,1,625.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
C (all),8712,Grvl,IDOTRR,1896,7,Fa,952,1,330.0,TA,,SBrkr,66.0,TA,N,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
RM,3811,Pave,Crawfor,2004,5,Gd,1646,2,525.0,TA,Gd,SBrkr,44.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11050,Pave,Mitchel,1998,5,Gd,1916,2,741.0,TA,TA,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9620,Pave,Mitchel,1977,7,TA,1285,2,473.0,TA,Fa,SBrkr,74.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12760,Pave,Mitchel,1976,5,TA,2048,3,776.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
RL,11896,Pave,Timber,2008,5,Gd,1346,2,660.0,TA,TA,SBrkr,88.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9803,Pave,Timber,2009,5,Gd,1214,2,520.0,TA,,SBrkr,73.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9802,Pave,Timber,2006,5,TA,1444,2,400.0,TA,,SBrkr,73.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,15300,Pave,Mitchel,1965,5,TA,1264,1,528.0,TA,TA,SBrkr,85.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10114,Pave,Mitchel,2004,5,TA,1430,2,624.0,TA,,SBrkr,93.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11875,Pave,Mitchel,1999,5,TA,1344,2,686.0,TA,Gd,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RM,2394,Pave,MeadowV,1973,6,TA,945,1,253.0,TA,Po,SBrkr,31.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1476,Pave,MeadowV,1970,7,TA,1092,1,0.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1900,Pave,MeadowV,1970,4,TA,1092,1,0.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1890,Pave,MeadowV,1972,6,TA,1092,1,286.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6953,Pave,Mitchel,1971,7,TA,874,1,352.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12887,Pave,Mitchel,1984,7,TA,833,1,495.0,TA,,SBrkr,76.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,7700,Pave,Mitchel,1985,2,TA,2432,4,616.0,TA,,SBrkr,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
RL,10475,Pave,Mitchel,1991,5,TA,1274,1,576.0,TA,,SBrkr,63.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10544,Pave,Mitchel,1969,5,TA,1479,2,275.0,TA,,SBrkr,68.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9892,Pave,Mitchel,1994,5,Gd,1803,2,482.0,Gd,TA,SBrkr,76.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12961,Pave,Mitchel,1993,5,Gd,1797,2,616.0,TA,Fa,SBrkr,74.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13008,Pave,NAmes,1956,5,TA,882,1,502.0,Fa,,SBrkr,74.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10200,Pave,NAmes,1974,5,TA,1434,2,528.0,TA,Gd,SBrkr,85.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10179,Pave,Gilbert,1997,5,TA,1608,2,470.0,TA,TA,SBrkr,88.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,11792,Pave,Gilbert,2003,5,Gd,2283,2,632.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8400,Pave,Gilbert,1996,5,TA,1628,2,390.0,TA,TA,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7296,Pave,StoneBr,2004,5,Gd,2522,2,564.0,TA,Gd,SBrkr,28.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,7380,Pave,StoneBr,1998,5,TA,1478,2,495.0,TA,,SBrkr,61.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8013,Pave,StoneBr,1995,5,Gd,1734,2,528.0,TA,,SBrkr,57.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8923,Pave,Gilbert,1998,5,Gd,1382,2,396.0,TA,TA,SBrkr,57.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7500,Pave,Gilbert,1998,5,Gd,1636,2,440.0,TA,TA,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8803,Pave,Gilbert,1994,5,TA,1516,2,409.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,7250,Pave,Gilbert,1993,5,TA,1190,2,430.0,TA,TA,SBrkr,58.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11900,Pave,Gilbert,1977,6,TA,1934,2,567.0,TA,TA,SBrkr,85.0,TA,P,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
RL,13250,Pave,NWAmes,1978,6,TA,2050,2,529.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10928,Pave,NWAmes,1978,6,TA,1671,2,484.0,TA,TA,SBrkr,80.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,12388,Pave,NWAmes,1980,7,TA,2673,2,441.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11088,Pave,NWAmes,1978,5,TA,1707,2,479.0,TA,TA,SBrkr,80.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
FV,7000,Pave,Somerst,2003,5,Gd,1884,2,581.0,TA,Ex,SBrkr,70.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
FV,7500,Pave,Somerst,2000,5,Gd,1874,2,588.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
FV,8470,Pave,Somerst,2002,5,Gd,1811,2,565.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9373,Pave,NWAmes,1975,7,TA,1621,2,478.0,TA,Fa,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10140,Pave,NWAmes,1974,6,TA,1116,2,528.0,TA,TA,SBrkr,78.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,11050,Pave,NWAmes,1975,5,TA,1193,2,506.0,TA,TA,SBrkr,85.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7830,Pave,NAmes,1970,5,TA,1180,1,477.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8510,Pave,NAmes,1971,7,TA,1050,1,336.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7038,Pave,NAmes,1970,6,TA,864,1,576.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9000,Pave,NAmes,1971,7,TA,864,1,576.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1680,Pave,BrDale,1973,5,TA,987,1,264.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1680,Pave,BrDale,1972,6,TA,987,1,288.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,2308,Pave,NPkVill,1976,5,TA,1548,2,440.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2280,Pave,NPkVill,1975,5,TA,1055,2,440.0,TA,Fa,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2349,Pave,NPkVill,1977,5,TA,1456,2,440.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2364,Pave,NPkVill,1978,5,TA,1548,2,440.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2364,Pave,NPkVill,1978,5,Gd,1456,2,440.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,2104,Pave,NPkVill,1976,6,TA,836,1,345.0,TA,,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10710,Pave,NAmes,1966,7,Gd,1120,1,656.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,14257,Pave,NridgHt,2007,5,Ex,2772,3,754.0,TA,Gd,SBrkr,110.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
RL,12350,Pave,NridgHt,2009,5,Gd,2690,2,864.0,TA,Gd,SBrkr,95.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,12350,Pave,NridgHt,2008,5,Ex,2020,2,896.0,TA,Gd,SBrkr,95.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,13693,Pave,NridgHt,2007,5,Ex,2674,2,762.0,TA,Gd,SBrkr,105.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,11578,Pave,NridgHt,2008,5,Ex,1736,2,834.0,TA,Gd,SBrkr,95.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,16870,Pave,NridgHt,2004,5,Gd,1782,2,932.0,TA,Gd,SBrkr,129.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,23303,Pave,NridgHt,2007,5,Gd,2520,2,640.0,TA,Gd,SBrkr,59.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,10367,Pave,NridgHt,2008,5,Ex,1743,2,927.0,TA,Gd,SBrkr,87.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
